epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.6074410089957518,0.6021212078452702,0.6304985337243402,0.6140350877192983
2,0.5809622041352773,0.5770566664870943,0.6950146627565983,0.7368421052631579
3,0.5573440282477765,0.5547884653686942,0.7595307917888563,0.7807017543859649
4,0.5362130848630628,0.5349429750404329,0.8005865102639296,0.8421052631578947
5,0.5172444777967261,0.5171957355236103,0.8269794721407625,0.8596491228070176
6,0.5001570832483729,0.5012665650340404,0.844574780058651,0.8771929824561403
7,0.48470854880483644,0.48691443317598876,0.8651026392961877,0.8947368421052632
8,0.470690399647388,0.4739324725437228,0.8885630498533724,0.8947368421052632
9,0.4579234728212762,0.4621433428140962,0.8973607038123167,0.8947368421052632
10,0.4462537908462483,0.45139505201332447,0.9002932551319648,0.9035087719298246
11,0.43554891449812044,0.4415572689516433,0.9032258064516129,0.9122807017543859
12,0.4256947703880554,0.4325181178416592,0.9032258064516129,0.9122807017543859
13,0.4165929233985529,0.42418142200589076,0.9090909090909091,0.9210526315789473
14,0.40815825086683855,0.4164643518165367,0.9120234604105572,0.9122807017543859
15,0.40031697031274316,0.40929542803787944,0.9120234604105572,0.9035087719298246
16,0.39300497251692673,0.40261283246915935,0.9178885630498533,0.9122807017543859
17,0.38616641480061425,0.39636298115462226,0.9178885630498533,0.9210526315789473
18,0.379752533994958,0.390499320086323,0.9208211143695014,0.9210526315789473
19,0.37372064382657383,0.3849813084094149,0.9208211143695014,0.9210526315789473
20,0.3680332866467181,0.3797735591227767,0.9237536656891495,0.9298245614035088
21,0.36265751422582376,0.37484511185824226,0.9266862170087976,0.9385964912280702
22,0.35756427654947365,0.370168816385582,0.9266862170087976,0.9298245614035088
23,0.3527279011427953,0.3657208089942078,0.9266862170087976,0.9210526315789473
24,0.34812564844972005,0.3614800668708871,0.9266862170087976,0.9210526315789473
25,0.3437373312699339,0.3574280280791739,0.9266862170087976,0.9210526315789473
26,0.33954498828926194,0.3535482668149394,0.9266862170087976,0.9210526315789473
27,0.3355326034055085,0.3498262153273104,0.9237536656891495,0.9210526315789473
28,0.3316858639190921,0.3462489253139676,0.9237536656891495,0.9210526315789473
29,0.32799195178280766,0.34280486277497013,0.9266862170087976,0.9210526315789473
30,0.3244393630338153,0.3394837312830237,0.9237536656891495,0.9210526315789473
31,0.3210177513004593,0.33627631943606284,0.9237536656891495,0.9210526315789473
32,0.31771779191627036,0.33317436892956015,0.9237536656891495,0.9210526315789473
33,0.31453106370706935,0.3301704602451439,0.9237536656891495,0.9210526315789473
34,0.31144994596335385,0.32725791341858873,0.9237536656891495,0.9210526315789473
35,0.3084675284843604,0.32443070174014277,0.9237536656891495,0.9210526315789473
36,0.305577532894702,0.3216833765666562,0.9237536656891495,0.9210526315789473
37,0.3027742436993749,0.3190110016988945,0.9266862170087976,0.9210526315789473
38,0.30005244776646767,0.31640909600766787,0.9266862170087976,0.9298245614035088
39,0.2974073811159118,0.3138735831862887,0.9325513196480938,0.9298245614035088
40,0.2948346820526885,0.311400747670439,0.9325513196480938,0.9298245614035088
41,0.29233034981873723,0.30898719590477686,0.9325513196480938,0.9298245614035088
42,0.289890708053255,0.3066298222526719,0.9325513196480938,0.9298245614035088
43,0.2875123724493591,0.30432577894475565,0.9325513196480938,0.9298245614035088
44,0.28519222207890654,0.30207244954635637,0.9325513196480938,0.9298245614035088
45,0.28292737392886064,0.2998674254957265,0.9325513196480938,0.9298245614035088
46,0.2807151602538558,0.2977084853262347,0.9325513196480938,0.9298245614035088
47,0.2785531084021118,0.2955935762380319,0.9325513196480938,0.9298245614035088
48,0.2764389228169153,0.29352079772949163,0.9325513196480938,0.9298245614035088
49,0.2743704689546265,0.29148838703712093,0.9354838709677419,0.9298245614035088
50,0.27234575889353335,0.2894947061656038,0.9354838709677419,0.9298245614035088
51,0.27036293843664466,0.28753823031799586,0.9384164222873901,0.9298245614035088
52,0.26842027553636416,0.2856175375605135,0.9384164222873901,0.9298245614035088
53,0.2665161498904792,0.2837312995774343,0.9413489736070382,0.9298245614035088
54,0.26464904357752367,0.28187827338983606,0.9413489736070382,0.9298245614035088
55,0.2628175326157213,0.280057293927664,0.9413489736070382,0.9298245614035088
56,0.26102027934375677,0.2782672673582727,0.9413489736070382,0.9298245614035088
57,0.25925602553382393,0.27650716508644657,0.9413489736070382,0.9298245614035088
58,0.2575235861580438,0.27477601835121057,0.9413489736070382,0.9298245614035088
59,0.25582184373862,0.27307291335370915,0.9413489736070382,0.9298245614035088
60,0.25414974322020645,0.271396986858255,0.9413489736070382,0.9298245614035088
61,0.2525062873100556,0.2697474222154695,0.9442815249266863,0.9298245614035088
62,0.2508905322377208,0.2681234457624068,0.9442815249266863,0.9298245614035088
63,0.24930158389154056,0.2665243235597649,0.9472140762463344,0.9298245614035088
64,0.24773859429390888,0.2649493584308693,0.9472140762463344,0.9298245614035088
65,0.24620075838154645,0.26339788727111935,0.9472140762463344,0.9298245614035088
66,0.24468731106068872,0.2618692786001179,0.9472140762463344,0.9298245614035088
67,0.2431975245103701,0.26036293033179964,0.9472140762463344,0.9298245614035088
68,0.24173070570986574,0.2588782677406057,0.9472140762463344,0.9298245614035088
69,0.2402861941688968,0.2574147416041562,0.9472140762463344,0.9298245614035088
70,0.2388633598414572,0.25597182650499645,0.9501466275659824,0.9298245614035088
71,0.23746160120611537,0.25454901927586787,0.9501466275659824,0.9298245614035088
72,0.236080343497413,0.25314583757461456,0.9501466275659824,0.9298245614035088
73,0.23471903707455355,0.251761818576306,0.9501466275659824,0.9298245614035088
74,0.23337715591497032,0.250396517771456,0.9501466275659824,0.9298245614035088
75,0.23205419622160517,0.2490495078603796,0.9501466275659824,0.9298245614035088
76,0.23074967513383768,0.24772037773474986,0.9501466275659824,0.9298245614035088
77,0.22946312953299142,0.24640873153833368,0.9501466275659824,0.9298245614035088
78,0.22819411493422503,0.24511418779969693,0.9501466275659824,0.9298245614035088
79,0.22694220445740768,0.2438363786303937,0.9501466275659824,0.9298245614035088
80,0.22570698787027932,0.2425749489827998,0.9501466275659824,0.9298245614035088
81,0.2244880706978337,0.2413295559623278,0.9501466275659824,0.9385964912280702
82,0.223285073392426,0.24009986818927578,0.9501466275659824,0.9385964912280702
83,0.2220976305596187,0.23888556520602255,0.9501466275659824,0.9385964912280702
84,0.2209253902352356,0.23768633692569602,0.9530791788856305,0.9385964912280702
85,0.21976801320950864,0.23650188311880938,0.9530791788856305,0.9385964912280702
86,0.21862517239457208,0.2353319129346921,0.9530791788856305,0.9385964912280702
87,0.21749655223189446,0.23417614445484178,0.9530791788856305,0.9385964912280702
88,0.21638184813654246,0.23303430427558763,0.9530791788856305,0.9385964912280702
89,0.21528076597544277,0.23190612711769998,0.9530791788856305,0.9385964912280702
90,0.2141930215770581,0.2307913554607942,0.9530791788856305,0.9385964912280702
91,0.2131183402701165,0.22968973920057448,0.9530791788856305,0.9385964912280702
92,0.21205645644923704,0.22860103532713763,0.9530791788856305,0.9385964912280702
93,0.21100711316548004,0.2275250076227151,0.9530791788856305,0.9385964912280702
94,0.20997006174001867,0.22646142637737798,0.9530791788856305,0.9385964912280702
95,0.20894506139928018,0.22541006812135436,0.9530791788856305,0.9385964912280702
96,0.20793187893004483,0.22437071537272976,0.9530791788856305,0.9385964912280702
97,0.2069302883531176,0.22334315639940547,0.9530791788856305,0.9385964912280702
98,0.205940070614303,0.22232718499428628,0.9530791788856305,0.9385964912280702
99,0.2049610132915178,0.22132260026275494,0.9530791788856305,0.9385964912280702
100,0.20399291031697425,0.2203292064215718,0.9530791788856305,0.9385964912280702
101,0.20303556171345286,0.21934681260840816,0.9530791788856305,0.9385964912280702
102,0.2020887733437634,0.2183752327012876,0.9530791788856305,0.9385964912280702
103,0.20115235667256837,0.21741428514726796,0.9530791788856305,0.9385964912280702
104,0.20022612853980679,0.21646379279975242,0.9530791788856305,0.9385964912280702
105,0.19930991094501938,0.21552358276386493,0.9530791788856305,0.9385964912280702
106,0.19840353084193113,0.21459348624937133,0.9530791788856305,0.9385964912280702
107,0.19750681994269764,0.21367333843066716,0.9530791788856305,0.9385964912280702
108,0.1966196145312689,0.21276297831339183,0.9530791788856305,0.9385964912280702
109,0.19574175528536503,0.21186224860726,0.9530791788856305,0.9385964912280702
110,0.19487308710659787,0.21097099560473564,0.9530791788856305,0.9385964912280702
111,0.19401345895830677,0.21008906906519806,0.9530791788856305,0.9385964912280702
112,0.19316272371070997,0.2092163221042791,0.9530791788856305,0.9385964912280702
113,0.19232073799299865,0.20835261108807077,0.9530791788856305,0.9385964912280702
114,0.19148736205203112,0.20749779553192796,0.9560117302052786,0.9385964912280702
115,0.190662459617304,0.20665173800360548,0.9560117302052786,0.9385964912280702
116,0.189845897771903,0.20581430403049236,0.9560117302052786,0.9385964912280702
117,0.18903754682915122,0.20498536201071926,0.9560117302052786,0.9385964912280702
118,0.18823728021469335,0.2041647831279299,0.9560117302052786,0.9385964912280702
119,0.18744497435376886,0.2033524412695248,0.9560117302052786,0.9385964912280702
120,0.18666050856344135,0.20254821294819417,0.9560117302052786,0.9385964912280702
121,0.1858837649495651,0.20175197722657134,0.9560117302052786,0.9385964912280702
122,0.18511462830828027,0.20096361564484816,0.9560117302052786,0.9385964912280702
123,0.18435298603183997,0.2001830121512036,0.9560117302052786,0.9385964912280702
124,0.18359872801858193,0.19941005303490578,0.9560117302052786,0.9385964912280702
125,0.18285174658686434,0.19864462686195766,0.9560117302052786,0.9385964912280702
126,0.18211193639279719,0.19788662441316146,0.9560117302052786,0.9385964912280702
127,0.18137919435160307,0.19713593862448797,0.9560117302052786,0.9385964912280702
128,0.18065341956245237,0.19639246452964002,0.9560117302052786,0.9385964912280702
129,0.17993451323662052,0.1956560992047079,0.9560117302052786,0.9385964912280702
130,0.17922237862882381,0.19492674171482002,0.9560117302052786,0.9385964912280702
131,0.1785169209715925,0.194204293062696,0.9560117302052786,0.9385964912280702
132,0.17781804741254775,0.19348865613901614,0.9560117302052786,0.9385964912280702
133,0.1771256669544523,0.19277973567452547,0.9560117302052786,0.9385964912280702
134,0.17643969039790966,0.19207743819379353,0.9560117302052786,0.9385964912280702
